Detector;Time;qPKW;vpkw;
det1;180;1;35.04545454545455
det2;180;1;5.0
det2;240;1;7.882352941176471
det3;240;1;21.95
det2;240;1;5.0
det4;240;1;1.5714285714285714
det5;300;1;8.181818181818182
det5;300;1;5.0
det4;300;1;5.0
det2;300;1;14.257142857142858
det5;300;1;1.0
det6;300;1;23.70731707317073
det7;300;1;14.513513513513514
det6;360;1;6.2631578947368425
det8;360;1;14.647058823529411
det9;360;1;8.821428571428571
det6;360;1;2.125
det4;360;1;16.266666666666666
det5;360;1;13.636363636363637
det10;360;1;14.722222222222221
det11;360;1;9.214285714285714
det5;360;1;6.433333333333334
det2;420;1;17.0
det5;420;1;10.0
det5;420;1;8.526315789473685
det8;420;1;15.071428571428571
det3;420;1;5.0
det12;420;1;3.5
det8;420;1;8.133333333333333
det13;420;1;6.666666666666667
det10;420;1;9.62962962962963
det5;420;1;14.285714285714286
det5;480;1;4.764705882352941
det5;480;1;13.217391304347826
det14;480;1;8.125
det9;480;1;5.333333333333333
det10;480;1;12.052631578947368
det15;480;1;29.547169811320753
det7;480;1;17.8
det5;480;1;11.0
det8;480;1;4.666666666666667
det16;480;1;6.0
det17;480;1;12.135135135135135
det9;480;1;20.14814814814815
det18;540;1;4.6
det9;540;1;16.875
det13;540;1;4.4
det5;540;1;12.45
det5;540;1;12.631578947368421
det19;540;1;11.25
det14;540;1;10.222222222222221
det15;540;1;23.681818181818183
det5;540;1;9.333333333333334
det20;540;1;29.96969696969697
det6;600;1;3.9411764705882355
det5;600;1;11.066666666666666
det19;600;1;13.107142857142858
det4;600;1;15.0
det12;600;1;5.214285714285714
det5;600;1;13.961538461538462
det5;600;1;18.525
det21;600;1;13.82258064516129
det4;600;1;11.454545454545455
det14;600;1;10.166666666666666
det15;600;1;20.962962962962962
det9;600;1;6.333333333333333
det12;660;1;7.705882352941177
det21;660;1;18.346153846153847
det19;660;1;11.1
det13;660;1;4.1875
det10;660;1;16.258064516129032
det2;660;1;13.633333333333333
det1;660;1;31.866666666666667
det5;660;1;15.0
det9;720;1;19.857142857142858
det10;720;1;15.476190476190476
det20;720;1;19.30909090909091
det15;720;1;8.0
det19;780;1;8.921052631578947
det9;780;1;22.333333333333332
det2;780;1;20.354166666666668
det5;780;1;15.983333333333333
det5;780;1;14.390243902439025
det1;780;1;16.675
det1;840;1;15.39344262295082
det4;840;1;5.0
det22;840;1;10.522727272727273
det23;840;1;1.0
det1;900;1;23.88372093023256
det4;900;1;13.40625
det24;900;1;14.41095890410959
det25;900;1;13.692307692307692
det9;900;1;17.28735632183908
det19;960;1;27.130434782608695
det20;960;1;16.4
det2;1020;1;3.0
